section	token_key	token_type	controller_kind	controller_config	notes	status	option_source	missing_siblings	animation_spec
accordion_item	content.title	string	text	{}	Initial value: Is this a migrated atom?	ACTIVE			
accordion_item	content.body	string	text	{}	Initial value: Yes, it has been manually updated to show that we can recover legacy functionality.	ACTIVE			
accordion_item	typography.title.size	string	dimension	{}	Initial value: 16px	ACTIVE			
accordion_item	typography.title.weight	number	slider	{"min":100,"max":900,"step":10}	Initial value: 600	ACTIVE			
accordion_item	typography.title.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
accordion_item	typography.title.width	number	dimension	{}	Initial value: 100	ACTIVE			
accordion_item	typography.title.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
accordion_item	typography.title.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
accordion_item	typography.title.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
accordion_item	typography.title.color	string	color	{}	Initial value: #000	ACTIVE			
accordion_item	typography.body.size	string	dimension	{}	Initial value: 14px	ACTIVE			
accordion_item	typography.body.weight	number	slider	{"min":100,"max":900,"step":10}	Initial value: 400	ACTIVE			
accordion_item	typography.body.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
accordion_item	typography.body.width	number	dimension	{}	Initial value: 100	ACTIVE			
accordion_item	typography.body.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
accordion_item	typography.body.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
accordion_item	typography.body.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
accordion_item	typography.body.color	string	color	{}	Initial value: #444	ACTIVE			
accordion_item	typography.body.line_height	string	dimension	{}	Initial value: 1.5	ACTIVE			
accordion_item	color.background	string	color	{}	Initial value: #ffffff	ACTIVE			
accordion_item	color.border	string	stepper	{}	Initial value: #dddddd	ACTIVE			
accordion_item	color.expanded_bg	string	color	{}	Initial value: #f9f9f9	ACTIVE			
accordion_item	border.width	string	dimension	{}	Initial value: 1px	ACTIVE			
accordion_item	border.color	string	color	{}	Initial value: #dddddd	ACTIVE			
accordion_item	border.radius	string	dimension	{}	Initial value: 4px	ACTIVE			
accordion_item	spacing.padding.top	string	dimension	{}	Initial value: 16px	ACTIVE			
accordion_item	spacing.padding.right	string	dimension	{}	Initial value: 16px	ACTIVE			
accordion_item	spacing.padding.bottom	string	dimension	{}	Initial value: 16px	ACTIVE			
accordion_item	spacing.padding.left	string	dimension	{}	Initial value: 16px	ACTIVE			
accordion_item	size.width	string	dimension	{}	Initial value: 100%	ACTIVE			
accordion_item	layout	NA	text	{}	Initial value: [object Object]	NA			
accordion_item	effects	NA	text	{}	Initial value: [object Object]	NA			
accordion_item	media	NA	text	{}	Initial value: [object Object]	NA			
accordion_item	interaction.open_by_default	boolean	toggle	{}	Initial value: false	ACTIVE			
accordion_item	linking	NA	text	{}	Initial value: [object Object]	NA			
accordion_item	data_binding.status	string	dropdown	{"options":["ENABLED","DISABLED","NA"]}	Initial value: ENABLED	ACTIVE			
accordion_item	tracking.analytics_event_name	string	text	{}	Initial value: accordion_open	ACTIVE			
accordion_item	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: button	ACTIVE			
accordion_item	constraints	NA	text	{}	Initial value: [object Object]	NA			
agent_node	content.agent_name.content	string	text	{}	Initial value: Agent Name	ACTIVE			
agent_node	content.agent_name.placeholder	string	text	{}	Initial value: e.g. Customer Support	ACTIVE			
agent_node	content.agent_kind.content	string	text	{}	Initial value: Kind	ACTIVE			
agent_node	content.agent_kind.placeholder	string	text	{}	Initial value: e.g. Chat	ACTIVE			
agent_node	content.icon.src	string	text	{}	Initial value: mock_asset	ACTIVE			
agent_node	style.background_color	string	color	{}	Initial value: #000000	ACTIVE			
agent_node	style.text_color	string	color	{}	Initial value: #ffffff	ACTIVE			
agent_node	style.accent_color	string	color	{}	Initial value: #333333	ACTIVE			
columns_grid	content	NA	text	{}	Initial value: [object Object]	NA			
columns_grid	typography	NA	text	{}	Initial value: [object Object]	NA			
columns_grid	color.background	string	color	{}	Initial value: transparent	ACTIVE			
columns_grid	color.border	string	stepper	{}	Initial value: transparent	ACTIVE			
columns_grid	color.text	string	color	{}	Initial value: inherit	ACTIVE			
columns_grid	border.width	string	dimension	{}	Initial value: 0px	ACTIVE			
columns_grid	border.radius	string	dimension	{}	Initial value: 0px	ACTIVE			
columns_grid	border.style	string	dropdown	{"options":["normal","italic"]}	Initial value: none	ACTIVE			
columns_grid	border.color	string	color	{}	Initial value: transparent	ACTIVE			
columns_grid	spacing.padding.top	string	dimension	{}	Initial value: 0px	ACTIVE			
columns_grid	spacing.padding.right	string	dimension	{}	Initial value: 0px	ACTIVE			
columns_grid	spacing.padding.bottom	string	dimension	{}	Initial value: 0px	ACTIVE			
columns_grid	spacing.padding.left	string	dimension	{}	Initial value: 0px	ACTIVE			
columns_grid	spacing.margin.top	string	dimension	{}	Initial value: 0px	ACTIVE			
columns_grid	spacing.margin.right	string	dimension	{}	Initial value: 0px	ACTIVE			
columns_grid	spacing.margin.bottom	string	dimension	{}	Initial value: 0px	ACTIVE			
columns_grid	spacing.margin.left	string	dimension	{}	Initial value: 0px	ACTIVE			
columns_grid	spacing.gap	string	dimension	{}	Initial value: 20px	ACTIVE			
columns_grid	size.width	string	dimension	{}	Initial value: 100%	ACTIVE			
columns_grid	size.height	string	dimension	{}	Initial value: auto	ACTIVE			
columns_grid	layout.display	string	dropdown	{"options":["block","flex","inline-block","none","grid","inline-flex"]}	Initial value: grid	ACTIVE			
columns_grid	layout.grid_template_columns	string	text	{}	Initial value: 1fr 1fr	ACTIVE			
columns_grid	layout.align_items	string	dropdown	{"options":["left","center","right","justify","start","end"]}	Initial value: start	ACTIVE			
columns_grid	layout.stack_on_mobile	boolean	toggle	{}	Initial value: true	ACTIVE			
columns_grid	effects.opacity	number	slider	{"min":0,"max":1,"step":0.1}	Initial value: 1	ACTIVE			
columns_grid	media	NA	text	{}	Initial value: [object Object]	NA			
columns_grid	interaction.enabled	boolean	toggle	{}	Initial value: false	ACTIVE			
columns_grid	linking	NA	text	{}	Initial value: [object Object]	NA			
columns_grid	data_binding.status	string	dropdown	{"options":["ENABLED","DISABLED","NA"]}	Initial value: ENABLED	ACTIVE			
columns_grid	tracking	NA	slider	{"min":-100,"max":250,"step":1}	Initial value: [object Object]	NA			
columns_grid	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: group	ACTIVE			
columns_grid	accessibility.label	string	text	{}	Initial value: Columns	ACTIVE			
columns_grid	constraints.allowed_children	object	text	{}	Initial value: rich_text_block,image_with_text,video_block,cta_button	ACTIVE			
columns_grid	constraints.allowed_edits	object	text	{}	Initial value: layout,spacing	ACTIVE			
connector_node	content.connector_name.content	string	text	{}	Initial value: Connector Name	ACTIVE			
connector_node	content.connector_name.placeholder	string	text	{}	Initial value: e.g. Shopify	ACTIVE			
connector_node	content.connector_version.content	string	text	{}	Initial value: v1.0.0	ACTIVE			
connector_node	content.connector_version.placeholder	string	text	{}	Initial value: vX.Y.Z	ACTIVE			
connector_node	content.badge_text.content	string	text	{}	Initial value: Platform	ACTIVE			
connector_node	content.badge_text.placeholder	string	text	{}	Initial value: Platform Name	ACTIVE			
connector_node	style.background_color	string	color	{}	Initial value: #ffffff	ACTIVE			
connector_node	style.border_color	string	color	{}	Initial value: #e0e0e0	ACTIVE			
connector_node	style.text_color	string	color	{}	Initial value: #000000	ACTIVE			
cta_button	content.text.content	string	text	{}	Initial value: Click me	ACTIVE			
cta_button	content.text.placeholder	string	text	{}	Initial value: Button text	ACTIVE			
cta_button	content.bindings	NA	text	{}	Initial value: [object Object]	NA			
cta_button	content.merge_tags	NA	text	{}	Initial value: [object Object]	NA			
cta_button	content.conditional	NA	text	{}	Initial value: [object Object]	NA			
cta_button	typography.base.family_preset	string	dropdown	{"options":["roboto_flex","serif","sans-serif","monospace"]}	Initial value: roboto_flex	ACTIVE			
cta_button	typography.base.size	string	dimension	{}	Initial value: 16px	ACTIVE			
cta_button	typography.base.weight	number	slider	{"min":100,"max":900,"step":10}	Initial value: 500	ACTIVE			
cta_button	typography.base.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
cta_button	typography.base.width	number	dimension	{}	Initial value: 100	ACTIVE			
cta_button	typography.base.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
cta_button	typography.base.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
cta_button	typography.base.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
cta_button	typography.base.line_height	string	dimension	{}	Initial value: 1.2	ACTIVE			
cta_button	typography.base.text_align	string	dropdown	{"options":["left","center","right","justify","start","end"]}	Initial value: center	ACTIVE			
cta_button	typography.base.text_decoration	string	dropdown	{"options":["none","underline","line-through"]}	Initial value: none	ACTIVE			
cta_button	color.background	string	color	{}	Initial value: #000000	ACTIVE			
cta_button	color.text	string	color	{}	Initial value: #FFFFFF	ACTIVE			
cta_button	color.border	string	stepper	{}	Initial value: transparent	ACTIVE			
cta_button	color.hover_background	string	color	{}	Initial value: #333333	ACTIVE			
cta_button	color.hover_text	string	color	{}	Initial value: #FFFFFF	ACTIVE			
cta_button	border.width	string	dimension	{}	Initial value: 0px	ACTIVE			
cta_button	border.radius	string	dimension	{}	Initial value: 4px	ACTIVE			
cta_button	border.style	string	dropdown	{"options":["normal","italic"]}	Initial value: solid	ACTIVE			
cta_button	border.color	string	color	{}	Initial value: transparent	ACTIVE			
cta_button	spacing.padding.top	string	dimension	{}	Initial value: 12px	ACTIVE			
cta_button	spacing.padding.right	string	dimension	{}	Initial value: 24px	ACTIVE			
cta_button	spacing.padding.bottom	string	dimension	{}	Initial value: 12px	ACTIVE			
cta_button	spacing.padding.left	string	dimension	{}	Initial value: 24px	ACTIVE			
cta_button	spacing.margin.top	string	dimension	{}	Initial value: 0px	ACTIVE			
cta_button	spacing.margin.right	string	dimension	{}	Initial value: 0px	ACTIVE			
cta_button	spacing.margin.bottom	string	dimension	{}	Initial value: 0px	ACTIVE			
cta_button	spacing.margin.left	string	dimension	{}	Initial value: 0px	ACTIVE			
cta_button	spacing.gap	string	dimension	{}	Initial value: 8px	ACTIVE			
cta_button	size.width	string	dimension	{}	Initial value: auto	ACTIVE			
cta_button	size.height	string	dimension	{}	Initial value: auto	ACTIVE			
cta_button	size.min_width	string	dimension	{}	Initial value: 0px	ACTIVE			
cta_button	size.max_width	string	dimension	{}	Initial value: 100%	ACTIVE			
cta_button	layout.display	string	dropdown	{"options":["block","flex","inline-block","none","grid","inline-flex"]}	Initial value: inline-flex	ACTIVE			
cta_button	layout.align_self	string	dropdown	{"options":["left","center","right","justify","start","end"]}	Initial value: auto	ACTIVE			
cta_button	layout.justify_content	string	dropdown	{"options":["left","center","right","justify","start","end"]}	Initial value: center	ACTIVE			
cta_button	effects.opacity	number	slider	{"min":0,"max":1,"step":0.1}	Initial value: 1	ACTIVE			
cta_button	effects.shadow	string	text	{}	Initial value: none	ACTIVE			
cta_button	media	NA	text	{}	Initial value: [object Object]	NA			
cta_button	interaction.enabled	boolean	toggle	{}	Initial value: true	ACTIVE			
cta_button	interaction.cursor	string	text	{}	Initial value: pointer	ACTIVE			
cta_button	linking.mode	string	text	{}	Initial value: href	ACTIVE			
cta_button	linking.href	string	color	{}	Initial value: #	ACTIVE			
cta_button	linking.target	string	text	{}	Initial value: _self	ACTIVE			
cta_button	linking.rel	string	text	{}	Initial value: noopener	ACTIVE			
cta_button	linking.action_type	string	text	{}	Initial value: navigate	ACTIVE			
cta_button	data_binding.status	string	dropdown	{"options":["ENABLED","DISABLED","NA"]}	Initial value: ENABLED	ACTIVE			
cta_button	data_binding.source	undefined	text	{}	Initial value: undefined	ACTIVE			
cta_button	data_binding.expr	undefined	text	{}	Initial value: undefined	ACTIVE			
cta_button	data_binding.fallback	undefined	text	{}	Initial value: undefined	ACTIVE			
cta_button	tracking.analytics_event_name	string	text	{}	Initial value: cta_click	ACTIVE			
cta_button	tracking.conversion_goal_id	string	text	{}	Initial value: 	ACTIVE			
cta_button	tracking.experiment_id	string	text	{}	Initial value: 	ACTIVE			
cta_button	tracking.impression_event	boolean	toggle	{}	Initial value: false	ACTIVE			
cta_button	tracking.click_event	boolean	toggle	{}	Initial value: true	ACTIVE			
cta_button	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: button	ACTIVE			
cta_button	accessibility.label	string	text	{}	Initial value: Click me	ACTIVE			
cta_button	accessibility.tab_index	number	stepper	{}	Initial value: 0	ACTIVE			
cta_button	accessibility.keyboard_nav	boolean	toggle	{}	Initial value: true	ACTIVE			
cta_button	constraints.allowed_edits	object	text	{}	Initial value: content,typography,color,border,spacing,linking	ACTIVE			
cta_button	constraints.email_safe	boolean	toggle	{}	Initial value: true	ACTIVE			
divider	content	NA	text	{}	Initial value: [object Object]	NA			
divider	typography	NA	text	{}	Initial value: [object Object]	NA			
divider	color.border	string	stepper	{}	Initial value: #e5e5e5	ACTIVE			
divider	border.width	string	dimension	{}	Initial value: 1px	ACTIVE			
divider	border.style	string	dropdown	{"options":["normal","italic"]}	Initial value: solid	ACTIVE			
divider	border.color	string	color	{}	Initial value: current_color	ACTIVE			
divider	spacing.padding.top	string	dimension	{}	Initial value: 20px	ACTIVE			
divider	spacing.padding.right	string	dimension	{}	Initial value: 0px	ACTIVE			
divider	spacing.padding.bottom	string	dimension	{}	Initial value: 20px	ACTIVE			
divider	spacing.padding.left	string	dimension	{}	Initial value: 0px	ACTIVE			
divider	spacing.margin.top	string	dimension	{}	Initial value: 0px	ACTIVE			
divider	spacing.margin.right	string	dimension	{}	Initial value: 0px	ACTIVE			
divider	spacing.margin.bottom	string	dimension	{}	Initial value: 0px	ACTIVE			
divider	spacing.margin.left	string	dimension	{}	Initial value: 0px	ACTIVE			
divider	spacing.gap	string	dimension	{}	Initial value: 0px	ACTIVE			
divider	size.width	string	dimension	{}	Initial value: 100%	ACTIVE			
divider	size.height	string	dimension	{}	Initial value: 1px	ACTIVE			
divider	layout.display	string	dropdown	{"options":["block","flex","inline-block","none","grid","inline-flex"]}	Initial value: block	ACTIVE			
divider	effects.opacity	number	slider	{"min":0,"max":1,"step":0.1}	Initial value: 1	ACTIVE			
divider	media	NA	text	{}	Initial value: [object Object]	NA			
divider	interaction.enabled	boolean	toggle	{}	Initial value: false	ACTIVE			
divider	linking	NA	text	{}	Initial value: [object Object]	NA			
divider	data_binding	NA	text	{}	Initial value: [object Object]	NA			
divider	tracking	NA	slider	{"min":-100,"max":250,"step":1}	Initial value: [object Object]	NA			
divider	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: separator	ACTIVE			
divider	constraints.allowed_edits	object	text	{}	Initial value: spacing,color,border	ACTIVE			
dm_card	content.title	string	text	{}	Initial value: Order Update	ACTIVE			
dm_card	content.subtitle	string	text	{}	Initial value: Your package has shipped!	ACTIVE			
dm_card	content.image	string	text	{}	Initial value: https://via.placeholder.com/400x200	ACTIVE			
dm_card	content.buttons	object	text	{}	Initial value: [object Object],[object Object]	ACTIVE			
dm_card	typography.title.size	string	dimension	{}	Initial value: 16px	ACTIVE			
dm_card	typography.title.weight	number	slider	{"min":100,"max":900,"step":10}	Initial value: 600	ACTIVE			
dm_card	typography.title.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
dm_card	typography.title.width	number	dimension	{}	Initial value: 100	ACTIVE			
dm_card	typography.title.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
dm_card	typography.title.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
dm_card	typography.title.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
dm_card	typography.subtitle.size	string	dimension	{}	Initial value: 14px	ACTIVE			
dm_card	typography.subtitle.weight	number	slider	{"min":100,"max":900,"step":10}	Initial value: 400	ACTIVE			
dm_card	typography.subtitle.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
dm_card	typography.subtitle.width	number	dimension	{}	Initial value: 100	ACTIVE			
dm_card	typography.subtitle.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
dm_card	typography.subtitle.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
dm_card	typography.subtitle.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
dm_card	typography.subtitle.color	string	color	{}	Initial value: #666	ACTIVE			
dm_card	color.background	string	color	{}	Initial value: #ffffff	ACTIVE			
dm_card	color.border	string	stepper	{}	Initial value: #e0e0e0	ACTIVE			
dm_card	border.width	string	dimension	{}	Initial value: 1px	ACTIVE			
dm_card	border.radius	string	dimension	{}	Initial value: 12px	ACTIVE			
dm_card	border.style	string	dropdown	{"options":["normal","italic"]}	Initial value: solid	ACTIVE			
dm_card	border.color	string	color	{}	Initial value: current_color	ACTIVE			
dm_card	spacing.padding.top	string	dimension	{}	Initial value: 0	ACTIVE			
dm_card	spacing.padding.right	string	dimension	{}	Initial value: 0	ACTIVE			
dm_card	spacing.padding.bottom	string	dimension	{}	Initial value: 0	ACTIVE			
dm_card	spacing.padding.left	string	dimension	{}	Initial value: 0	ACTIVE			
dm_card	spacing.margin.top	string	dimension	{}	Initial value: 8px	ACTIVE			
dm_card	spacing.margin.right	string	dimension	{}	Initial value: 0	ACTIVE			
dm_card	spacing.margin.bottom	string	dimension	{}	Initial value: 8px	ACTIVE			
dm_card	spacing.margin.left	string	dimension	{}	Initial value: 0	ACTIVE			
dm_card	spacing.gap	string	dimension	{}	Initial value: 8px	ACTIVE			
dm_card	size.width	string	dimension	{}	Initial value: 280px	ACTIVE			
dm_card	layout.display	string	dropdown	{"options":["block","flex","inline-block","none","grid","inline-flex"]}	Initial value: flex	ACTIVE			
dm_card	layout.flex_direction	string	text	{}	Initial value: column	ACTIVE			
dm_card	effects.shadow	string	text	{}	Initial value: 0 2px 8px rgba(0,0,0,0.1)	ACTIVE			
dm_card	media	NA	text	{}	Initial value: [object Object]	NA			
dm_card	interaction.enabled	boolean	toggle	{}	Initial value: true	ACTIVE			
dm_card	linking	NA	text	{}	Initial value: [object Object]	NA			
dm_card	data_binding.status	string	dropdown	{"options":["ENABLED","DISABLED","NA"]}	Initial value: ENABLED	ACTIVE			
dm_card	tracking.analytics_event_name	string	text	{}	Initial value: card_view	ACTIVE			
dm_card	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: article	ACTIVE			
dm_card	constraints.mobile_optimized	boolean	toggle	{}	Initial value: true	ACTIVE			
dm_gallery	content.cards	object	text	{}	Initial value: [object Object],[object Object],[object Object]	ACTIVE			
dm_gallery	typography.title.size	string	dimension	{}	Initial value: 14px	ACTIVE			
dm_gallery	typography.title.weight	number	slider	{"min":100,"max":900,"step":10}	Initial value: 600	ACTIVE			
dm_gallery	typography.title.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
dm_gallery	typography.title.width	number	dimension	{}	Initial value: 100	ACTIVE			
dm_gallery	typography.title.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
dm_gallery	typography.title.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
dm_gallery	typography.title.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
dm_gallery	color.background	string	color	{}	Initial value: transparent	ACTIVE			
dm_gallery	border	NA	stepper	{}	Initial value: [object Object]	NA			
dm_gallery	spacing.padding.top	string	dimension	{}	Initial value: 10px	ACTIVE			
dm_gallery	spacing.padding.right	string	dimension	{}	Initial value: 10px	ACTIVE			
dm_gallery	spacing.padding.bottom	string	dimension	{}	Initial value: 10px	ACTIVE			
dm_gallery	spacing.padding.left	string	dimension	{}	Initial value: 10px	ACTIVE			
dm_gallery	spacing.margin.top	string	dimension	{}	Initial value: 0	ACTIVE			
dm_gallery	spacing.margin.right	string	dimension	{}	Initial value: 0	ACTIVE			
dm_gallery	spacing.margin.bottom	string	dimension	{}	Initial value: 0	ACTIVE			
dm_gallery	spacing.margin.left	string	dimension	{}	Initial value: 0	ACTIVE			
dm_gallery	spacing.gap	string	dimension	{}	Initial value: 12px	ACTIVE			
dm_gallery	size.width	string	dimension	{}	Initial value: 100%	ACTIVE			
dm_gallery	size.height	string	dimension	{}	Initial value: auto	ACTIVE			
