section	token_key	token_type	controller_kind	controller_config	notes	status	option_source	missing_siblings	animation_spec
dm_gallery	layout.display	string	dropdown	{"options":["block","flex","inline-block","none","grid","inline-flex"]}	Initial value: flex	ACTIVE			
dm_gallery	layout.overflow_x	string	text	{}	Initial value: scroll	ACTIVE			
dm_gallery	effects	NA	text	{}	Initial value: [object Object]	NA			
dm_gallery	media	NA	text	{}	Initial value: [object Object]	NA			
dm_gallery	interaction.enabled	boolean	toggle	{}	Initial value: true	ACTIVE			
dm_gallery	linking	NA	text	{}	Initial value: [object Object]	NA			
dm_gallery	data_binding.status	string	dropdown	{"options":["ENABLED","DISABLED","NA"]}	Initial value: ENABLED	ACTIVE			
dm_gallery	tracking	NA	slider	{"min":-100,"max":250,"step":1}	Initial value: [object Object]	NA			
dm_gallery	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: list	ACTIVE			
dm_gallery	accessibility.label	string	text	{}	Initial value: Carousel	ACTIVE			
dm_gallery	constraints.mobile_optimized	boolean	toggle	{}	Initial value: true	ACTIVE			
dm_message_text	content.text	string	text	{}	Initial value: Hello, how can I help you today?	ACTIVE			
dm_message_text	content.sender	string	text	{}	Initial value: bot	ACTIVE			
dm_message_text	typography.base.family_preset	string	dropdown	{"options":["roboto_flex","serif","sans-serif","monospace"]}	Initial value: system	ACTIVE			
dm_message_text	typography.base.size	string	dimension	{}	Initial value: 15px	ACTIVE			
dm_message_text	typography.base.weight	number	slider	{"min":100,"max":900,"step":10}	Initial value: 400	ACTIVE			
dm_message_text	typography.base.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
dm_message_text	typography.base.width	number	dimension	{}	Initial value: 100	ACTIVE			
dm_message_text	typography.base.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
dm_message_text	typography.base.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
dm_message_text	typography.base.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
dm_message_text	typography.base.line_height	string	dimension	{}	Initial value: 1.4	ACTIVE			
dm_message_text	typography.base.color	string	color	{}	Initial value: #000000	ACTIVE			
dm_message_text	color.background	string	color	{}	Initial value: #e0e0e0	ACTIVE			
dm_message_text	color.user_background	string	color	{}	Initial value: #0084ff	ACTIVE			
dm_message_text	color.user_text	string	color	{}	Initial value: #ffffff	ACTIVE			
dm_message_text	border.radius	string	dimension	{}	Initial value: 18px	ACTIVE			
dm_message_text	spacing.padding.top	string	dimension	{}	Initial value: 10px	ACTIVE			
dm_message_text	spacing.padding.right	string	dimension	{}	Initial value: 16px	ACTIVE			
dm_message_text	spacing.padding.bottom	string	dimension	{}	Initial value: 10px	ACTIVE			
dm_message_text	spacing.padding.left	string	dimension	{}	Initial value: 16px	ACTIVE			
dm_message_text	spacing.margin.top	string	dimension	{}	Initial value: 4px	ACTIVE			
dm_message_text	spacing.margin.right	string	dimension	{}	Initial value: 0	ACTIVE			
dm_message_text	spacing.margin.bottom	string	dimension	{}	Initial value: 4px	ACTIVE			
dm_message_text	spacing.margin.left	string	dimension	{}	Initial value: 0	ACTIVE			
dm_message_text	spacing.gap	string	dimension	{}	Initial value: 0	ACTIVE			
dm_message_text	size.max_width	string	dimension	{}	Initial value: 75%	ACTIVE			
dm_message_text	layout.display	string	dropdown	{"options":["block","flex","inline-block","none","grid","inline-flex"]}	Initial value: flex	ACTIVE			
dm_message_text	effects	NA	text	{}	Initial value: [object Object]	NA			
dm_message_text	media	NA	text	{}	Initial value: [object Object]	NA			
dm_message_text	interaction.enabled	boolean	toggle	{}	Initial value: false	ACTIVE			
dm_message_text	linking	NA	text	{}	Initial value: [object Object]	NA			
dm_message_text	data_binding.status	string	dropdown	{"options":["ENABLED","DISABLED","NA"]}	Initial value: ENABLED	ACTIVE			
dm_message_text	tracking	NA	slider	{"min":-100,"max":250,"step":1}	Initial value: [object Object]	NA			
dm_message_text	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: log	ACTIVE			
dm_message_text	constraints.mobile_optimized	boolean	toggle	{}	Initial value: true	ACTIVE			
dm_quick_replies	content.options	object	text	{}	Initial value: Yes,No,Maybe	ACTIVE			
dm_quick_replies	typography.base.size	string	dimension	{}	Initial value: 14px	ACTIVE			
dm_quick_replies	typography.base.weight	number	slider	{"min":100,"max":900,"step":10}	Initial value: 600	ACTIVE			
dm_quick_replies	typography.base.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
dm_quick_replies	typography.base.width	number	dimension	{}	Initial value: 100	ACTIVE			
dm_quick_replies	typography.base.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
dm_quick_replies	typography.base.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
dm_quick_replies	typography.base.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
dm_quick_replies	typography.base.color	string	color	{}	Initial value: #0084ff	ACTIVE			
dm_quick_replies	color.background	string	color	{}	Initial value: #ffffff	ACTIVE			
dm_quick_replies	color.border	string	stepper	{}	Initial value: #0084ff	ACTIVE			
dm_quick_replies	color.active_background	string	color	{}	Initial value: #0084ff	ACTIVE			
dm_quick_replies	color.active_text	string	color	{}	Initial value: #ffffff	ACTIVE			
dm_quick_replies	border.width	string	dimension	{}	Initial value: 1px	ACTIVE			
dm_quick_replies	border.radius	string	dimension	{}	Initial value: 16px	ACTIVE			
dm_quick_replies	border.style	string	dropdown	{"options":["normal","italic"]}	Initial value: solid	ACTIVE			
dm_quick_replies	border.color	string	color	{}	Initial value: current_color	ACTIVE			
dm_quick_replies	spacing.padding.top	string	dimension	{}	Initial value: 8px	ACTIVE			
dm_quick_replies	spacing.padding.right	string	dimension	{}	Initial value: 16px	ACTIVE			
dm_quick_replies	spacing.padding.bottom	string	dimension	{}	Initial value: 8px	ACTIVE			
dm_quick_replies	spacing.padding.left	string	dimension	{}	Initial value: 16px	ACTIVE			
dm_quick_replies	spacing.margin.top	string	dimension	{}	Initial value: 8px	ACTIVE			
dm_quick_replies	spacing.margin.right	string	dimension	{}	Initial value: 0	ACTIVE			
dm_quick_replies	spacing.margin.bottom	string	dimension	{}	Initial value: 8px	ACTIVE			
dm_quick_replies	spacing.margin.left	string	dimension	{}	Initial value: 0	ACTIVE			
dm_quick_replies	spacing.gap	string	dimension	{}	Initial value: 8px	ACTIVE			
dm_quick_replies	size.width	string	dimension	{}	Initial value: auto	ACTIVE			
dm_quick_replies	layout.display	string	dropdown	{"options":["block","flex","inline-block","none","grid","inline-flex"]}	Initial value: flex	ACTIVE			
dm_quick_replies	layout.wrap	string	text	{}	Initial value: wrap	ACTIVE			
dm_quick_replies	effects	NA	text	{}	Initial value: [object Object]	NA			
dm_quick_replies	media	NA	text	{}	Initial value: [object Object]	NA			
dm_quick_replies	interaction.enabled	boolean	toggle	{}	Initial value: true	ACTIVE			
dm_quick_replies	linking	NA	text	{}	Initial value: [object Object]	NA			
dm_quick_replies	data_binding.status	string	dropdown	{"options":["ENABLED","DISABLED","NA"]}	Initial value: ENABLED	ACTIVE			
dm_quick_replies	tracking.analytics_event_name	string	text	{}	Initial value: quick_reply_click	ACTIVE			
dm_quick_replies	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: group	ACTIVE			
dm_quick_replies	constraints.mobile_optimized	boolean	toggle	{}	Initial value: true	ACTIVE			
email_button	content.label	string	text	{}	Initial value: Click Me	ACTIVE			
email_button	typography.family	string	dropdown	{"options":["roboto_flex","serif","sans-serif","monospace"]}	Initial value: arial	ACTIVE			
email_button	typography.size	string	dimension	{}	Initial value: 16px	ACTIVE			
email_button	typography.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
email_button	typography.width	number	dimension	{}	Initial value: 100	ACTIVE			
email_button	typography.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
email_button	typography.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
email_button	typography.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
email_button	typography.weight	string	slider	{"min":100,"max":900,"step":10}	Initial value: bold	ACTIVE			
email_button	typography.color	string	color	{}	Initial value: #ffffff	ACTIVE			
email_button	color.background	string	color	{}	Initial value: #007bff	ACTIVE			
email_button	border.radius	string	dimension	{}	Initial value: 4px	ACTIVE			
email_button	spacing.padding.top	string	dimension	{}	Initial value: 12px	ACTIVE			
email_button	spacing.padding.right	string	dimension	{}	Initial value: 24px	ACTIVE			
email_button	spacing.padding.bottom	string	dimension	{}	Initial value: 12px	ACTIVE			
email_button	spacing.padding.left	string	dimension	{}	Initial value: 24px	ACTIVE			
email_button	spacing.margin.top	string	dimension	{}	Initial value: 0	ACTIVE			
email_button	spacing.margin.right	string	dimension	{}	Initial value: 0	ACTIVE			
email_button	spacing.margin.bottom	string	dimension	{}	Initial value: 20px	ACTIVE			
email_button	spacing.margin.left	string	dimension	{}	Initial value: 0	ACTIVE			
email_button	spacing.gap	string	dimension	{}	Initial value: 0	ACTIVE			
email_button	size.width	string	dimension	{}	Initial value: auto	ACTIVE			
email_button	layout.display	string	dropdown	{"options":["block","flex","inline-block","none","grid","inline-flex"]}	Initial value: inline-block	ACTIVE			
email_button	layout.align	string	dropdown	{"options":["left","center","right","justify","start","end"]}	Initial value: center	ACTIVE			
email_button	effects	NA	text	{}	Initial value: [object Object]	NA			
email_button	media	NA	text	{}	Initial value: [object Object]	NA			
email_button	interaction.enabled	boolean	toggle	{}	Initial value: true	ACTIVE			
email_button	linking.href	string	color	{}	Initial value: #	ACTIVE			
email_button	data_binding.status	string	dropdown	{"options":["ENABLED","DISABLED","NA"]}	Initial value: ENABLED	ACTIVE			
email_button	tracking.analytics_event_name	string	text	{}	Initial value: email_cta_click	ACTIVE			
email_button	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: button	ACTIVE			
email_button	constraints.email_safe	boolean	toggle	{}	Initial value: true	ACTIVE			
email_button	constraints.vml_support	boolean	toggle	{}	Initial value: false	ACTIVE			
email_image	content.src	string	text	{}	Initial value: https://via.placeholder.com/600x200	ACTIVE			
email_image	content.alt	string	text	{}	Initial value: Header Image	ACTIVE			
email_image	typography	NA	text	{}	Initial value: [object Object]	NA			
email_image	color	NA	color	{}	Initial value: [object Object]	NA			
email_image	border.width	string	dimension	{}	Initial value: 0px	ACTIVE			
email_image	border.radius	string	dimension	{}	Initial value: 0px	ACTIVE			
email_image	spacing.padding.top	string	dimension	{}	Initial value: 0	ACTIVE			
email_image	spacing.padding.right	string	dimension	{}	Initial value: 0	ACTIVE			
email_image	spacing.padding.bottom	string	dimension	{}	Initial value: 20px	ACTIVE			
email_image	spacing.padding.left	string	dimension	{}	Initial value: 0	ACTIVE			
email_image	spacing.margin.top	string	dimension	{}	Initial value: 0	ACTIVE			
email_image	spacing.margin.right	string	dimension	{}	Initial value: 0	ACTIVE			
email_image	spacing.margin.bottom	string	dimension	{}	Initial value: 0	ACTIVE			
email_image	spacing.margin.left	string	dimension	{}	Initial value: 0	ACTIVE			
email_image	spacing.gap	string	dimension	{}	Initial value: 0	ACTIVE			
email_image	size.width	string	dimension	{}	Initial value: 100%	ACTIVE			
email_image	size.max_width	string	dimension	{}	Initial value: 600px	ACTIVE			
email_image	size.height	string	dimension	{}	Initial value: auto	ACTIVE			
email_image	layout.display	string	dropdown	{"options":["block","flex","inline-block","none","grid","inline-flex"]}	Initial value: block	ACTIVE			
email_image	layout.align	string	dropdown	{"options":["left","center","right","justify","start","end"]}	Initial value: center	ACTIVE			
email_image	effects	NA	text	{}	Initial value: [object Object]	NA			
email_image	media	NA	text	{}	Initial value: [object Object]	NA			
email_image	interaction.enabled	boolean	toggle	{}	Initial value: true	ACTIVE			
email_image	linking.href	string	color	{}	Initial value: #	ACTIVE			
email_image	data_binding.status	string	dropdown	{"options":["ENABLED","DISABLED","NA"]}	Initial value: ENABLED	ACTIVE			
email_image	tracking.analytics_event_name	string	text	{}	Initial value: email_click	ACTIVE			
email_image	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: img	ACTIVE			
email_image	accessibility.label	string	text	{}	Initial value: Image	ACTIVE			
email_image	constraints.email_safe	boolean	toggle	{}	Initial value: true	ACTIVE			
email_image	constraints.max_width	string	dimension	{}	Initial value: 600px	ACTIVE			
email_social_row	content.networks	object	text	{}	Initial value: [object Object],[object Object],[object Object]	ACTIVE			
email_social_row	typography	NA	text	{}	Initial value: [object Object]	NA			
email_social_row	color	NA	color	{}	Initial value: [object Object]	NA			
email_social_row	border	NA	stepper	{}	Initial value: [object Object]	NA			
email_social_row	spacing.padding.top	string	dimension	{}	Initial value: 20px	ACTIVE			
email_social_row	spacing.padding.right	string	dimension	{}	Initial value: 0	ACTIVE			
email_social_row	spacing.padding.bottom	string	dimension	{}	Initial value: 20px	ACTIVE			
email_social_row	spacing.padding.left	string	dimension	{}	Initial value: 0	ACTIVE			
email_social_row	spacing.margin.top	string	dimension	{}	Initial value: 0	ACTIVE			
email_social_row	spacing.margin.right	string	dimension	{}	Initial value: 0	ACTIVE			
email_social_row	spacing.margin.bottom	string	dimension	{}	Initial value: 0	ACTIVE			
email_social_row	spacing.margin.left	string	dimension	{}	Initial value: 0	ACTIVE			
email_social_row	spacing.gap	string	dimension	{}	Initial value: 12px	ACTIVE			
email_social_row	size.icon_size	string	dimension	{}	Initial value: 24px	ACTIVE			
email_social_row	size.weight	number	slider	{"min":100,"max":900,"step":10}	Initial value: 400	ACTIVE			
email_social_row	size.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
email_social_row	size.width	number	dimension	{}	Initial value: 100	ACTIVE			
email_social_row	size.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
email_social_row	size.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
email_social_row	size.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
email_social_row	layout.display	string	dropdown	{"options":["block","flex","inline-block","none","grid","inline-flex"]}	Initial value: flex	ACTIVE			
email_social_row	layout.justify	string	dropdown	{"options":["left","center","right","justify","start","end"]}	Initial value: center	ACTIVE			
email_social_row	effects	NA	text	{}	Initial value: [object Object]	NA			
email_social_row	media	NA	text	{}	Initial value: [object Object]	NA			
email_social_row	interaction.enabled	boolean	toggle	{}	Initial value: true	ACTIVE			
email_social_row	linking	NA	text	{}	Initial value: [object Object]	NA			
email_social_row	data_binding.status	string	dropdown	{"options":["ENABLED","DISABLED","NA"]}	Initial value: ENABLED	ACTIVE			
email_social_row	tracking.analytics_event_name	string	text	{}	Initial value: social_click	ACTIVE			
email_social_row	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: group	ACTIVE			
email_social_row	accessibility.label	string	text	{}	Initial value: Social Links	ACTIVE			
email_social_row	constraints.email_safe	boolean	toggle	{}	Initial value: true	ACTIVE			
email_text	content.text	string	text	{}	Initial value: Hello there, this is an email body.	ACTIVE			
email_text	typography.base.family_preset	string	dropdown	{"options":["roboto_flex","serif","sans-serif","monospace"]}	Initial value: arial	ACTIVE			
email_text	typography.base.size	string	dimension	{}	Initial value: 16px	ACTIVE			
email_text	typography.base.weight	number	slider	{"min":100,"max":900,"step":10}	Initial value: 400	ACTIVE			
email_text	typography.base.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
email_text	typography.base.width	number	dimension	{}	Initial value: 100	ACTIVE			
email_text	typography.base.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
email_text	typography.base.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
email_text	typography.base.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
email_text	typography.base.line_height	string	dimension	{}	Initial value: 1.5	ACTIVE			
email_text	typography.base.color	string	color	{}	Initial value: #333333	ACTIVE			
email_text	color	NA	color	{}	Initial value: [object Object]	NA			
email_text	border	NA	stepper	{}	Initial value: [object Object]	NA			
email_text	spacing.padding.top	string	dimension	{}	Initial value: 0	ACTIVE			
email_text	spacing.padding.right	string	dimension	{}	Initial value: 0	ACTIVE			
email_text	spacing.padding.bottom	string	dimension	{}	Initial value: 0	ACTIVE			
email_text	spacing.padding.left	string	dimension	{}	Initial value: 0	ACTIVE			
email_text	spacing.margin.top	string	dimension	{}	Initial value: 0	ACTIVE			
email_text	spacing.margin.right	string	dimension	{}	Initial value: 0	ACTIVE			
email_text	spacing.margin.bottom	string	dimension	{}	Initial value: 16px	ACTIVE			
email_text	spacing.margin.left	string	dimension	{}	Initial value: 0	ACTIVE			
email_text	spacing.gap	string	dimension	{}	Initial value: 0	ACTIVE			
email_text	size.width	string	dimension	{}	Initial value: 100%	ACTIVE			
email_text	layout.display	string	dropdown	{"options":["block","flex","inline-block","none","grid","inline-flex"]}	Initial value: block	ACTIVE			
email_text	effects	NA	text	{}	Initial value: [object Object]	NA			
email_text	media	NA	text	{}	Initial value: [object Object]	NA			
email_text	interaction.enabled	boolean	toggle	{}	Initial value: false	ACTIVE			
email_text	linking	NA	text	{}	Initial value: [object Object]	NA			
email_text	data_binding.status	string	dropdown	{"options":["ENABLED","DISABLED","NA"]}	Initial value: ENABLED	ACTIVE			
email_text	data_binding.merge_tags	boolean	toggle	{}	Initial value: true	ACTIVE			
email_text	tracking	NA	slider	{"min":-100,"max":250,"step":1}	Initial value: [object Object]	NA			
email_text	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: article	ACTIVE			
email_text	constraints.email_safe	boolean	toggle	{}	Initial value: true	ACTIVE			
email_text	constraints.allowed_fonts	object	text	{}	Initial value: arial,verdana,georgia,times	ACTIVE			
featured_collection_grid	content.title	string	text	{}	Initial value: New Arrivals	ACTIVE			
featured_collection_grid	content.collection_source	string	text	{}	Initial value: frontpage	ACTIVE			
featured_collection_grid	typography.heading.size	string	dimension	{}	Initial value: 32px	ACTIVE			
featured_collection_grid	typography.heading.weight	number	slider	{"min":100,"max":900,"step":10}	Initial value: 700	ACTIVE			
featured_collection_grid	typography.heading.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
featured_collection_grid	typography.heading.width	number	dimension	{}	Initial value: 100	ACTIVE			
featured_collection_grid	typography.heading.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
featured_collection_grid	typography.heading.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
featured_collection_grid	typography.heading.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
featured_collection_grid	typography.heading.align	string	dropdown	{"options":["left","center","right","justify","start","end"]}	Initial value: center	ACTIVE			
featured_collection_grid	color.background	string	color	{}	Initial value: transparent	ACTIVE			
featured_collection_grid	border	NA	stepper	{}	Initial value: [object Object]	NA			
featured_collection_grid	spacing.padding.top	string	dimension	{}	Initial value: 40px	ACTIVE			
featured_collection_grid	spacing.padding.right	string	dimension	{}	Initial value: 20px	ACTIVE			
featured_collection_grid	spacing.padding.bottom	string	dimension	{}	Initial value: 40px	ACTIVE			
featured_collection_grid	spacing.padding.left	string	dimension	{}	Initial value: 20px	ACTIVE			
featured_collection_grid	spacing.margin.top	string	dimension	{}	Initial value: 0	ACTIVE			
featured_collection_grid	spacing.margin.right	string	dimension	{}	Initial value: 0	ACTIVE			
featured_collection_grid	spacing.margin.bottom	string	dimension	{}	Initial value: 0	ACTIVE			
featured_collection_grid	spacing.margin.left	string	dimension	{}	Initial value: 0	ACTIVE			
featured_collection_grid	spacing.gap	string	dimension	{}	Initial value: 20px	ACTIVE			
featured_collection_grid	size.width	string	dimension	{}	Initial value: 100%	ACTIVE			
featured_collection_grid	layout.display	string	dropdown	{"options":["block","flex","inline-block","none","grid","inline-flex"]}	Initial value: grid	ACTIVE			
featured_collection_grid	layout.grid_template_columns	string	text	{}	Initial value: repeat(auto-fill, minmax(280px, 1fr))	ACTIVE			
featured_collection_grid	layout.gap	string	dimension	{}	Initial value: 20px	ACTIVE			
featured_collection_grid	effects	NA	text	{}	Initial value: [object Object]	NA			
