section	token_key	token_type	controller_kind	controller_config	notes	status	option_source	missing_siblings	animation_spec
lens_header_node	content.title_text.placeholder	string	text	{}	Initial value: LENS TITLE	ACTIVE			
lens_header_node	content.subtitle_text.content	string	text	{}	Initial value: Description of this lens	ACTIVE			
lens_header_node	content.subtitle_text.placeholder	string	text	{}	Initial value: Description	ACTIVE			
lens_header_node	style.text_color	string	color	{}	Initial value: #888888	ACTIVE			
lens_header_node	style.line_color	string	color	{}	Initial value: #eeeeee	ACTIVE			
nav_bar	content.links	object	text	{}	Initial value: [object Object],[object Object]	ACTIVE			
nav_bar	typography.base.family_preset	string	dropdown	{"options":["roboto_flex","serif","sans-serif","monospace"]}	Initial value: roboto_flex	ACTIVE			
nav_bar	typography.base.size	string	dimension	{}	Initial value: 14px	ACTIVE			
nav_bar	typography.base.weight	number	slider	{"min":100,"max":900,"step":10}	Initial value: 500	ACTIVE			
nav_bar	typography.base.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
nav_bar	typography.base.width	number	dimension	{}	Initial value: 100	ACTIVE			
nav_bar	typography.base.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
nav_bar	typography.base.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
nav_bar	typography.base.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
nav_bar	color.background	string	color	{}	Initial value: #ffffff	ACTIVE			
nav_bar	color.text	string	color	{}	Initial value: #000000	ACTIVE			
nav_bar	color.border	string	stepper	{}	Initial value: #e5e5e5	ACTIVE			
nav_bar	border.width	string	dimension	{}	Initial value: 1px	ACTIVE			
nav_bar	border.style	string	dropdown	{"options":["normal","italic"]}	Initial value: solid	ACTIVE			
nav_bar	border.color	string	color	{}	Initial value: current_color	ACTIVE			
nav_bar	spacing.padding.top	string	dimension	{}	Initial value: 16px	ACTIVE			
nav_bar	spacing.padding.right	string	dimension	{}	Initial value: 20px	ACTIVE			
nav_bar	spacing.padding.bottom	string	dimension	{}	Initial value: 16px	ACTIVE			
nav_bar	spacing.padding.left	string	dimension	{}	Initial value: 20px	ACTIVE			
nav_bar	spacing.margin.top	string	dimension	{}	Initial value: 0px	ACTIVE			
nav_bar	spacing.margin.right	string	dimension	{}	Initial value: 0px	ACTIVE			
nav_bar	spacing.margin.bottom	string	dimension	{}	Initial value: 0px	ACTIVE			
nav_bar	spacing.margin.left	string	dimension	{}	Initial value: 0px	ACTIVE			
nav_bar	spacing.gap	string	dimension	{}	Initial value: 24px	ACTIVE			
nav_bar	size.width	string	dimension	{}	Initial value: 100%	ACTIVE			
nav_bar	size.height	string	dimension	{}	Initial value: auto	ACTIVE			
nav_bar	layout.display	string	dropdown	{"options":["block","flex","inline-block","none","grid","inline-flex"]}	Initial value: flex	ACTIVE			
nav_bar	layout.justify_content	string	dropdown	{"options":["left","center","right","justify","start","end"]}	Initial value: space-between	ACTIVE			
nav_bar	layout.align_items	string	dropdown	{"options":["left","center","right","justify","start","end"]}	Initial value: center	ACTIVE			
nav_bar	effects.shadow	string	text	{}	Initial value: 0 2px 4px rgba(0,0,0,0.05)	ACTIVE			
nav_bar	media.logo_url	string	text	{}	Initial value: 	ACTIVE			
nav_bar	interaction.enabled	boolean	toggle	{}	Initial value: true	ACTIVE			
nav_bar	linking	NA	text	{}	Initial value: [object Object]	NA			
nav_bar	data_binding.status	string	dropdown	{"options":["ENABLED","DISABLED","NA"]}	Initial value: ENABLED	ACTIVE			
nav_bar	tracking	NA	slider	{"min":-100,"max":250,"step":1}	Initial value: [object Object]	NA			
nav_bar	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: navigation	ACTIVE			
nav_bar	accessibility.label	string	text	{}	Initial value: Main Menu	ACTIVE			
nav_bar	constraints.allowed_edits	object	text	{}	Initial value: content,color,typography	ACTIVE			
quote_block	content.quote	string	text	{}	Initial value: The best way to predict the future is to create it.	ACTIVE			
quote_block	content.author	string	text	{}	Initial value: Peter Drucker	ACTIVE			
quote_block	typography.quote.size	string	dimension	{}	Initial value: 24px	ACTIVE			
quote_block	typography.quote.weight	number	slider	{"min":100,"max":900,"step":10}	Initial value: 400	ACTIVE			
quote_block	typography.quote.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
quote_block	typography.quote.width	number	dimension	{}	Initial value: 100	ACTIVE			
quote_block	typography.quote.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
quote_block	typography.quote.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
quote_block	typography.quote.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
quote_block	typography.quote.style	string	dropdown	{"options":["normal","italic"]}	Initial value: italic	ACTIVE			
quote_block	typography.author.size	string	dimension	{}	Initial value: 16px	ACTIVE			
quote_block	typography.author.weight	number	slider	{"min":100,"max":900,"step":10}	Initial value: 600	ACTIVE			
quote_block	typography.author.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
quote_block	typography.author.width	number	dimension	{}	Initial value: 100	ACTIVE			
quote_block	typography.author.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
quote_block	typography.author.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
quote_block	typography.author.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
quote_block	typography.author.color	string	color	{}	Initial value: #666	ACTIVE			
quote_block	color.border_left	string	dimension	{}	Initial value: #000000	ACTIVE			
quote_block	color.background	string	color	{}	Initial value: #transparent	ACTIVE			
quote_block	color.text	string	color	{}	Initial value: #222222	ACTIVE			
quote_block	border.width	string	dimension	{}	Initial value: 4px	ACTIVE			
quote_block	spacing.padding.top	string	dimension	{}	Initial value: 10px	ACTIVE			
quote_block	spacing.padding.right	string	dimension	{}	Initial value: 0	ACTIVE			
quote_block	spacing.padding.bottom	string	dimension	{}	Initial value: 10px	ACTIVE			
quote_block	spacing.padding.left	string	dimension	{}	Initial value: 20px	ACTIVE			
quote_block	spacing.margin.top	string	dimension	{}	Initial value: 20px	ACTIVE			
quote_block	spacing.margin.bottom	string	dimension	{}	Initial value: 20px	ACTIVE			
quote_block	size.width	string	dimension	{}	Initial value: 100%	ACTIVE			
quote_block	layout	NA	text	{}	Initial value: [object Object]	NA			
quote_block	effects	NA	text	{}	Initial value: [object Object]	NA			
quote_block	media	NA	text	{}	Initial value: [object Object]	NA			
quote_block	interaction	NA	text	{}	Initial value: [object Object]	NA			
quote_block	linking	NA	text	{}	Initial value: [object Object]	NA			
quote_block	data_binding.status	string	dropdown	{"options":["ENABLED","DISABLED","NA"]}	Initial value: ENABLED	ACTIVE			
quote_block	tracking	NA	slider	{"min":-100,"max":250,"step":1}	Initial value: [object Object]	NA			
quote_block	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: blockquote	ACTIVE			
quote_block	constraints	NA	text	{}	Initial value: [object Object]	NA			
rich_text_block	content.html	string	text	{}	Initial value: <p>Start typing...</p>	ACTIVE			
rich_text_block	typography.base.family_preset	string	dropdown	{"options":["roboto_flex","serif","sans-serif","monospace"]}	Initial value: roboto_flex	ACTIVE			
rich_text_block	typography.base.size	string	dimension	{}	Initial value: 16px	ACTIVE			
rich_text_block	typography.base.weight	number	slider	{"min":100,"max":900,"step":10}	Initial value: 400	ACTIVE			
rich_text_block	typography.base.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
rich_text_block	typography.base.width	number	dimension	{}	Initial value: 100	ACTIVE			
rich_text_block	typography.base.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
rich_text_block	typography.base.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
rich_text_block	typography.base.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
rich_text_block	typography.base.line_height	string	dimension	{}	Initial value: 1.6	ACTIVE			
rich_text_block	typography.base.color	string	color	{}	Initial value: #333	ACTIVE			
rich_text_block	color	NA	color	{}	Initial value: [object Object]	NA			
rich_text_block	border	NA	stepper	{}	Initial value: [object Object]	NA			
rich_text_block	spacing.padding.top	string	dimension	{}	Initial value: 0	ACTIVE			
rich_text_block	spacing.padding.right	string	dimension	{}	Initial value: 0	ACTIVE			
rich_text_block	spacing.padding.bottom	string	dimension	{}	Initial value: 0	ACTIVE			
rich_text_block	spacing.padding.left	string	dimension	{}	Initial value: 0	ACTIVE			
rich_text_block	spacing.margin.top	string	dimension	{}	Initial value: 0	ACTIVE			
rich_text_block	spacing.margin.right	string	dimension	{}	Initial value: 0	ACTIVE			
rich_text_block	spacing.margin.bottom	string	dimension	{}	Initial value: 16px	ACTIVE			
rich_text_block	spacing.margin.left	string	dimension	{}	Initial value: 0	ACTIVE			
rich_text_block	spacing.gap	string	dimension	{}	Initial value: 0	ACTIVE			
rich_text_block	size.width	string	dimension	{}	Initial value: 100%	ACTIVE			
rich_text_block	size.height	string	dimension	{}	Initial value: auto	ACTIVE			
rich_text_block	layout.display	string	dropdown	{"options":["block","flex","inline-block","none","grid","inline-flex"]}	Initial value: block	ACTIVE			
rich_text_block	effects	NA	text	{}	Initial value: [object Object]	NA			
rich_text_block	media	NA	text	{}	Initial value: [object Object]	NA			
rich_text_block	interaction.enabled	boolean	toggle	{}	Initial value: false	ACTIVE			
rich_text_block	linking	NA	text	{}	Initial value: [object Object]	NA			
rich_text_block	data_binding.status	string	dropdown	{"options":["ENABLED","DISABLED","NA"]}	Initial value: ENABLED	ACTIVE			
rich_text_block	tracking	NA	slider	{"min":-100,"max":250,"step":1}	Initial value: [object Object]	NA			
rich_text_block	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: article	ACTIVE			
rich_text_block	constraints.allowed_edits	object	text	{}	Initial value: content,typography	ACTIVE			
section_container	content	NA	text	{}	Initial value: [object Object]	NA			
section_container	typography	NA	text	{}	Initial value: [object Object]	NA			
section_container	color.background	string	color	{}	Initial value: transparent	ACTIVE			
section_container	color.text	string	color	{}	Initial value: inherit	ACTIVE			
section_container	color.border	string	stepper	{}	Initial value: transparent	ACTIVE			
section_container	border.width	string	dimension	{}	Initial value: 0px	ACTIVE			
section_container	border.radius	string	dimension	{}	Initial value: 0px	ACTIVE			
section_container	border.style	string	dropdown	{"options":["normal","italic"]}	Initial value: none	ACTIVE			
section_container	border.color	string	color	{}	Initial value: transparent	ACTIVE			
section_container	spacing.padding.top	string	dimension	{}	Initial value: 40px	ACTIVE			
section_container	spacing.padding.right	string	dimension	{}	Initial value: 20px	ACTIVE			
section_container	spacing.padding.bottom	string	dimension	{}	Initial value: 40px	ACTIVE			
section_container	spacing.padding.left	string	dimension	{}	Initial value: 20px	ACTIVE			
section_container	spacing.margin.top	string	dimension	{}	Initial value: 0px	ACTIVE			
section_container	spacing.margin.right	string	dimension	{}	Initial value: 0px	ACTIVE			
section_container	spacing.margin.bottom	string	dimension	{}	Initial value: 0px	ACTIVE			
section_container	spacing.margin.left	string	dimension	{}	Initial value: 0px	ACTIVE			
section_container	spacing.gap	string	dimension	{}	Initial value: 20px	ACTIVE			
section_container	size.width	string	dimension	{}	Initial value: 100%	ACTIVE			
section_container	size.height	string	dimension	{}	Initial value: auto	ACTIVE			
section_container	size.max_width	string	dimension	{}	Initial value: 1200px	ACTIVE			
section_container	layout.display	string	dropdown	{"options":["block","flex","inline-block","none","grid","inline-flex"]}	Initial value: flex	ACTIVE			
section_container	layout.flex_direction	string	text	{}	Initial value: column	ACTIVE			
section_container	layout.align_items	string	dropdown	{"options":["left","center","right","justify","start","end"]}	Initial value: stretch	ACTIVE			
section_container	layout.justify_content	string	dropdown	{"options":["left","center","right","justify","start","end"]}	Initial value: flex-start	ACTIVE			
section_container	effects.opacity	number	slider	{"min":0,"max":1,"step":0.1}	Initial value: 1	ACTIVE			
section_container	effects.shadow	string	text	{}	Initial value: none	ACTIVE			
section_container	media	NA	text	{}	Initial value: [object Object]	NA			
section_container	interaction.enabled	boolean	toggle	{}	Initial value: false	ACTIVE			
section_container	linking	NA	text	{}	Initial value: [object Object]	NA			
section_container	data_binding.status	string	dropdown	{"options":["ENABLED","DISABLED","NA"]}	Initial value: ENABLED	ACTIVE			
section_container	tracking	NA	slider	{"min":-100,"max":250,"step":1}	Initial value: [object Object]	NA			
section_container	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: region	ACTIVE			
section_container	accessibility.label	string	text	{}	Initial value: Section	ACTIVE			
section_container	constraints.allowed_children	object	text	{}	Initial value: columns_grid,rich_text_block,hero_image_banner,image_with_text	ACTIVE			
section_container	constraints.allowed_edits	object	text	{}	Initial value: spacing,color	ACTIVE			
section_hero_banner	content.heading	string	text	{}	Initial value: Big Spring Sale	ACTIVE			
section_hero_banner	content.subheading	string	text	{}	Initial value: Up to 50% off everything.	ACTIVE			
section_hero_banner	content.cta_text	string	text	{}	Initial value: Shop Now	ACTIVE			
section_hero_banner	content.background_image	string	color	{}	Initial value: https://via.placeholder.com/1600x900	ACTIVE			
section_hero_banner	typography.heading.size	string	dimension	{}	Initial value: 48px	ACTIVE			
section_hero_banner	typography.heading.weight	number	slider	{"min":100,"max":900,"step":10}	Initial value: 800	ACTIVE			
section_hero_banner	typography.heading.color	string	color	{}	Initial value: #ffffff	ACTIVE			
section_hero_banner	typography.heading.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
section_hero_banner	typography.heading.width	number	dimension	{}	Initial value: 100	ACTIVE			
section_hero_banner	typography.heading.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
section_hero_banner	typography.heading.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
section_hero_banner	typography.heading.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
section_hero_banner	typography.subheading.size	string	dimension	{}	Initial value: 20px	ACTIVE			
section_hero_banner	typography.subheading.weight	number	slider	{"min":100,"max":900,"step":10}	Initial value: 400	ACTIVE			
section_hero_banner	typography.subheading.color	string	color	{}	Initial value: #f0f0f0	ACTIVE			
section_hero_banner	typography.subheading.slant	number	slider	{"min":-10,"max":0,"step":1}	Initial value: 0	ACTIVE			
section_hero_banner	typography.subheading.width	number	dimension	{}	Initial value: 100	ACTIVE			
section_hero_banner	typography.subheading.letter_spacing	string	slider	{"min":-100,"max":250,"step":1}	Initial value: 0px	ACTIVE			
section_hero_banner	typography.subheading.animation.animation_mode	string	dropdown	{"options":["ON_SCROLL","OFF"]}	Initial value: OFF	ACTIVE			
section_hero_banner	typography.subheading.animation.animation_style	string	dropdown	{"options":["BREATHE_IN","BREATHE_OUT","LEAN_BACK"]}	Initial value: BREATHE_IN	ACTIVE			
section_hero_banner	color.overlay	string	color	{}	Initial value: rgba(0,0,0,0.4)	ACTIVE			
section_hero_banner	color.button_bg	string	color	{}	Initial value: #ffffff	ACTIVE			
section_hero_banner	color.button_text	string	color	{}	Initial value: #000000	ACTIVE			
section_hero_banner	border	NA	stepper	{}	Initial value: [object Object]	NA			
section_hero_banner	spacing.padding.top	string	dimension	{}	Initial value: 100px	ACTIVE			
section_hero_banner	spacing.padding.right	string	dimension	{}	Initial value: 20px	ACTIVE			
section_hero_banner	spacing.padding.bottom	string	dimension	{}	Initial value: 100px	ACTIVE			
section_hero_banner	spacing.padding.left	string	dimension	{}	Initial value: 20px	ACTIVE			
section_hero_banner	spacing.margin	NA	dimension	{}	Initial value: [object Object]	NA			
section_hero_banner	spacing.gap	string	dimension	{}	Initial value: 24px	ACTIVE			
section_hero_banner	size.height	string	dimension	{}	Initial value: 600px	ACTIVE			
section_hero_banner	size.width	string	dimension	{}	Initial value: 100%	ACTIVE			
section_hero_banner	layout.align	string	dropdown	{"options":["left","center","right","justify","start","end"]}	Initial value: center	ACTIVE			
section_hero_banner	layout.justify	string	dropdown	{"options":["left","center","right","justify","start","end"]}	Initial value: center	ACTIVE			
section_hero_banner	effects	NA	text	{}	Initial value: [object Object]	NA			
section_hero_banner	media	NA	text	{}	Initial value: [object Object]	NA			
section_hero_banner	interaction.enabled	boolean	toggle	{}	Initial value: true	ACTIVE			
section_hero_banner	linking.cta_url	string	color	{}	Initial value: #	ACTIVE			
section_hero_banner	data_binding.status	string	dropdown	{"options":["ENABLED","DISABLED","NA"]}	Initial value: ENABLED	ACTIVE			
section_hero_banner	tracking.analytics_event_name	string	text	{}	Initial value: hero_click	ACTIVE			
section_hero_banner	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: banner	ACTIVE			
section_hero_banner	constraints.allowed_blocks	object	text	{}	Initial value: 	ACTIVE			
spacer	content	NA	text	{}	Initial value: [object Object]	NA			
spacer	typography	NA	text	{}	Initial value: [object Object]	NA			
spacer	color	NA	color	{}	Initial value: [object Object]	NA			
spacer	border	NA	stepper	{}	Initial value: [object Object]	NA			
spacer	spacing	NA	text	{}	Initial value: [object Object]	NA			
spacer	size.height	string	dimension	{}	Initial value: 20px	ACTIVE			
spacer	size.width	string	dimension	{}	Initial value: 100%	ACTIVE			
spacer	layout.display	string	dropdown	{"options":["block","flex","inline-block","none","grid","inline-flex"]}	Initial value: block	ACTIVE			
spacer	effects	NA	text	{}	Initial value: [object Object]	NA			
spacer	media	NA	text	{}	Initial value: [object Object]	NA			
spacer	interaction.enabled	boolean	toggle	{}	Initial value: false	ACTIVE			
spacer	linking	NA	text	{}	Initial value: [object Object]	NA			
spacer	data_binding	NA	text	{}	Initial value: [object Object]	NA			
spacer	tracking	NA	slider	{"min":-100,"max":250,"step":1}	Initial value: [object Object]	NA			
spacer	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: presentation	ACTIVE			
spacer	constraints.allowed_edits	object	text	{}	Initial value: size	ACTIVE			
video_block	content	NA	text	{}	Initial value: [object Object]	NA			
video_block	typography	NA	text	{}	Initial value: [object Object]	NA			
video_block	color	NA	color	{}	Initial value: [object Object]	NA			
video_block	border.width	string	dimension	{}	Initial value: 0px	ACTIVE			
video_block	border.radius	string	dimension	{}	Initial value: 8px	ACTIVE			
video_block	spacing.padding.top	string	dimension	{}	Initial value: 0	ACTIVE			
video_block	spacing.padding.right	string	dimension	{}	Initial value: 0	ACTIVE			
video_block	spacing.padding.bottom	string	dimension	{}	Initial value: 0	ACTIVE			
video_block	spacing.padding.left	string	dimension	{}	Initial value: 0	ACTIVE			
video_block	spacing.margin.top	string	dimension	{}	Initial value: 0	ACTIVE			
video_block	spacing.margin.right	string	dimension	{}	Initial value: 0	ACTIVE			
video_block	spacing.margin.bottom	string	dimension	{}	Initial value: 20px	ACTIVE			
video_block	spacing.margin.left	string	dimension	{}	Initial value: 0	ACTIVE			
video_block	spacing.gap	string	dimension	{}	Initial value: 0	ACTIVE			
video_block	size.width	string	dimension	{}	Initial value: 100%	ACTIVE			
video_block	size.aspect_ratio	string	text	{}	Initial value: 16/9	ACTIVE			
video_block	layout.display	string	dropdown	{"options":["block","flex","inline-block","none","grid","inline-flex"]}	Initial value: block	ACTIVE			
video_block	effects.shadow	string	text	{}	Initial value: 0 4px 12px rgba(0,0,0,0.1)	ACTIVE			
video_block	media.kind	string	text	{}	Initial value: video	ACTIVE			
video_block	media.src	string	text	{}	Initial value: https://www.w3schools.com/html/mov_bbb.mp4	ACTIVE			
video_block	media.poster	string	text	{}	Initial value: 	ACTIVE			
video_block	media.controls	boolean	toggle	{}	Initial value: true	ACTIVE			
video_block	media.autoplay	boolean	dimension	{}	Initial value: false	ACTIVE			
video_block	media.loop	boolean	toggle	{}	Initial value: false	ACTIVE			
video_block	interaction.enabled	boolean	toggle	{}	Initial value: true	ACTIVE			
video_block	linking	NA	text	{}	Initial value: [object Object]	NA			
video_block	data_binding.status	string	dropdown	{"options":["ENABLED","DISABLED","NA"]}	Initial value: ENABLED	ACTIVE			
video_block	tracking.analytics_event_name	string	text	{}	Initial value: video_play	ACTIVE			
video_block	accessibility.role	string	dropdown	{"options":["button","article","banner","navigation","main","complementary","region","img","none"]}	Initial value: application	ACTIVE			
video_block	accessibility.label	string	text	{}	Initial value: Video Player	ACTIVE			
video_block	constraints.allowed_edits	object	text	{}	Initial value: media,size,border	ACTIVE			