provider_id	model_or_deployment_id	capability_id	capability_name	embedded_or_separate	toggle_mechanism	minimal_toggle_snippet	streaming_support	prereqs_or_allowlist	docs_url	last_updated_or_version	confidence	notes
gcp_vertex	gemini-3-pro-preview	vision	Vision (Image Input)	EMBEDDED	Add fileData/inlineData to contents	{"contents": [{"parts": [{"fileData": {...}}]}]}	token	GCP IAM	Dec 2025	High	Gemini 3 treats PDFs as IMAGE tokens.
gcp_vertex	gemini-2.5-pro	vision	Vision (Image Input)	EMBEDDED	Add fileData/inlineData	{"contents": [{"parts": [{"fileData": {...}}]}]}	token	GCP IAM	June 2025	High	
gcp_vertex	gemini-2.5-flash	vision	Vision (Image Input)	EMBEDDED	Add fileData/inlineData	{"contents": [{"parts": [{"fileData": {...}}]}]}	token	GCP IAM	June 2025	High	
gcp_vertex	gemini-3-pro-preview	tool_use	Tool Use	EMBEDDED	Define tools array	{"tools": [{"functionDeclarations": [...]}]}	token	GCP IAM	Dec 2025	High	Stricter thought signature.
gcp_vertex	gemini-2.5-pro	tool_use	Tool Use	EMBEDDED	Define tools array	{"tools": [{"functionDeclarations": [...]}]}	token	GCP IAM	June 2025	High	Parallel function calling.
gcp_vertex	gemini-2.5-flash	tool_use	Tool Use	EMBEDDED	Define tools array	{"tools": [{"functionDeclarations": [...]}]}	token	GCP IAM	June 2025	High	Low latency tool selection.
gcp_vertex	gemini-3-pro-preview	web_grounding	Web Search	EMBEDDED	Add googleSearch tool	{"tools": [{"googleSearch": {}}]}	token	GCP IAM + Service Usage	Dec 2025	High	Returns groundingMetadata.
gcp_vertex	gemini-2.5-flash	web_grounding	Web Search	EMBEDDED	Add googleSearch tool	{"tools": [{"googleSearch": {}}]}	token	GCP IAM	Dec 2025	High	
gcp_vertex	gemini-2.5-computer-use-preview-10-2025	computer_use	Computer Use	EMBEDDED	Use specialized model + computer_use tool	{"tools": [{"computer_use": {...}}]}	none	GCP IAM + Allowlist	Oct 2025	High	Requires agent loop.
aws_bedrock	anthropic.claude-3-7-sonnet-20250219-v1:0	computer_use	Computer Use	EMBEDDED	Define computer_20250124 tool	{"toolConfig": {"tools": [{"toolSpec": {"name": "computer_20250124"}}]}}	token	AWS SigV4 + Beta Header	Feb 2025	High	Requires beta header: computer-use-2025-01-24.
aws_bedrock	anthropic.claude-sonnet-4-5-20250929-v1:0	computer_use	Computer Use	EMBEDDED	Define computer_20250124 tool	{"toolConfig": {"tools": [{"toolSpec": {"name": "computer_20250124"}}]}}	token	AWS SigV4 + Beta Header	Sep 2025	High	
aws_bedrock	anthropic.claude-opus-4-5-20251101-v1:0	computer_use	Computer Use	EMBEDDED	Define computer_20251124 tool	{"toolConfig": {"tools": [{"toolSpec": {"name": "computer_20251124"}}]}}	token	AWS SigV4 + Beta Header	Nov 2025	High	Newer tool version.
gcp_vertex	gemini-3-pro-preview	code_exec	Code Execution	EMBEDDED	Add codeExecution tool	{"tools": [{"codeExecution": {}}]}	token	GCP IAM	Dec 2025	High	Returns executableCode.
gcp_vertex	gemini-2.5-pro	code_exec	Code Execution	EMBEDDED	Add codeExecution tool	{"tools": [{"codeExecution": {}}]}	token	GCP IAM	June 2025	High	Managed sandbox.
gcp_vertex	gemini-2.5-flash	tts	Text to Speech	SEPARATE	Live API WebSocket	(Bidirectional Stream Setup)	bidirectional	GCP IAM	Dec 2025	High	Gemini Live API.
aws_bedrock	amazon.nova-sonic-v1:0	tts	Text to Speech	SEPARATE	ConverseStream	(Bidirectional Stream Setup)	bidirectional	AWS SigV4	Dec 2025	High	Native Speech-to-Speech.
gcp_vertex	gemini-3-pro-image-preview	image_gen	Image Generation	EMBEDDED	Set responseModalities=IMAGE	{"generationConfig": {"responseModalities": ["IMAGE"]}}	none	GCP IAM	Nov 2025	High	32k output tokens.
aws_bedrock	us.amazon.nova-2-omni-v1:0	image_gen	Image Generation	EMBEDDED	Request image output	{"inferenceConfig": {"outputModalities": ["IMAGE"]}}	none	AWS SigV4	Dec 2025	Medium	Omni generates images natively.
aws_bedrock	amazon.nova-reel-v1:1	video_gen	Video Generation	EMBEDDED	InvokeModel API	{"videoConfig": {...}}	none	AWS SigV4	Dec 2025	High	Dedicated model.
gcp_vertex	veo-2.0	video_gen	Video Generation	SEPARATE	Vertex Video API	{"prompt": "..."}	none	GCP IAM	Oct 2025	High	Veo is separate API.
aws_bedrock	us.amazon.nova-pro-v1:0	vision	Vision	EMBEDDED	Add image block	{"messages": [{"content": [{"image": {...}}]}]}	token	AWS SigV4	Dec 2025	High	US inference profile.
aws_bedrock	us.amazon.nova-lite-v1:0	vision	Vision	EMBEDDED	Add image block	{"messages": [{"content": [{"image": {...}}]}]}	token	AWS SigV4	Dec 2025	High	
aws_bedrock	anthropic.claude-3-7-sonnet-20250219-v1:0	vision	Vision	EMBEDDED	Add image block	{"messages": [{"content": [{"image": {...}}]}]}	token	AWS SigV4	Feb 2025	High	
aws_bedrock	us.amazon.nova-pro-v1:0	video_input	Video Input	EMBEDDED	Add video block	{"messages": [{"content": [{"video": {...}}]}]}	token	AWS SigV4	Dec 2025	High	
aws_bedrock	us.amazon.nova-2-omni-v1:0	video_input	Video Input	EMBEDDED	Add video block	{"messages": [{"content": [{"video": {...}}]}]}	token	AWS SigV4	Dec 2025	High	
gcp_vertex	gemini-3-pro-preview	long_context_cache	Long Context / Caching	EMBEDDED	Add cachedContent	{"cachedContent": "..."}	token	GCP IAM	Dec 2025	High	1M context.
gcp_vertex	gemini-2.5-pro	long_context_cache	Long Context / Caching	EMBEDDED	Add cachedContent	{"cachedContent": "..."}	token	GCP IAM	June 2025	High	
aws_bedrock	anthropic.claude-3-7-sonnet-20250219-v1:0	long_context_cache	Long Context / Caching	SEPARATE	Prompt Management / Flows	(Bedrock Feature)	token	AWS SigV4	Feb 2025	Medium	Bedrock-level prompt caching.
aws_bedrock	us.amazon.nova-premier-v1:0	web_grounding	Web Grounding	EMBEDDED	Add nova_grounding Tool	{"toolConfig": {"tools": [{"toolSpec": {"name": "nova_grounding"}}]}}	token	AWS SigV4	Dec 2025	High	Requires bedrock:InvokeTool.
aws_bedrock	us.amazon.nova-lite-v1:0	code_exec	Code Interpretation	EMBEDDED	Add nova_code_interpreter Tool	{"toolConfig": {"tools": [{"toolSpec": {"name": "nova_code_interpreter"}}]}}	token	AWS SigV4	Dec 2025	High	System Tool.